source,target
WOS:001062040400001,"BREGMAN AS, 1984, PERCEPT PSYCHOPHYS, V36, P251, DOI 10.3758/BF03206366"
WOS:001062040400001,"BREGMAN AS, 1975, J EXP PSYCHOL HUMAN, V1, P263, DOI 10.1037/0096-1523.1.3.263"
WOS:001062040400001,"BREGMAN AS, 1990, CAN J PSYCHOL, V44, P400, DOI 10.1037/h0084255"
WOS:001062040400001,"BREGMAN AS, 1971, J EXP PSYCHOL, V89, P244, DOI 10.1037/h0031163"
WOS:001062040400001,"Brown M, 2003, P 2003 INT C AUD DIS, P6"
WOS:001062040400001,"Brown M, 2003, P 9 INT C AUDITORY D"
WOS:001062040400001,"Cairo A, 2019, Twotone sonification tool"
WOS:001062040400001,"Cantrell Stanley J, 2021, P 26 INT C AUDITORY, P210, DOI DOI 10.21785/ICAD2021.005"
WOS:001062040400001,"Cawthon N, 2007, IEEE INT CONF INF VI, P637"
WOS:001062040400001,"Chambers C, 2014, ATTEN PERCEPT PSYCHO, V76, P1271, DOI 10.3758/s13414-014-0676-5"
WOS:001062040400001,"CHEATHAM PG, 1954, J EXP PSYCHOL, V47, P425, DOI 10.1037/h0054287"
WOS:001062040400001,"Chimir I., 2001, Cognitive Technology: instruments of mind, DOI [10.1007/3-540-44617-6_16, DOI 10.1007/3-540-44617-6_16]"
WOS:001062040400001,"Chimir IA, 2005, P 2 INT REF C INF TE, P3"
WOS:001062040400001,"Delhommeau K, 2005, JARO-J ASSOC RES OTO, V6, P171, DOI 10.1007/s10162-005-5055-4"
WOS:001062040400001,"Deutsch D, 2004, J EXP PSYCHOL HUMAN, V30, P355, DOI 10.1037/0096-1523.30.2.355"
WOS:001062040400001,"Deutsch Diana., 1981, HEARING RES THEORY, V1, P99"
WOS:001062040400001,"Elhilali M, 2009, NEURON, V61, P317, DOI 10.1016/j.neuron.2008.12.005"
WOS:001062040400001,"Fastl Hugo., 2007, PSYCHOACOUSTICS FACT, V3rd, DOI [10.1007/978-3-540-68888-4, DOI 10.1007/978-3-540-68888-4, 10.1007/978-3-540-68888-4_7]"
WOS:001062040400001,"Ferguson J, 2019, P 15 INT C AUD DISPL, DOI [10.21785/icad2019.047, DOI 10.21785/ICAD2019.047]"
WOS:001062040400001,"Ferguson J, 2018, PROCEEDINGS OF THE 2018 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS (CHI 2018), DOI 10.1145/3173574.3174185"
WOS:001062040400001,"Filella NB, 2021, Doing research in sound design, DOI [10.4324/9780429356360, DOI 10.4324/9780429356360]"
WOS:001062040400001,"Fishman YI, 2004, J ACOUST SOC AM, V116, P1656, DOI 10.1121/1.1778903"
WOS:001062040400001,"Fitzgibbons P J, 1996, J Am Acad Audiol, V7, P183"
WOS:001062040400001,"Fitzpatrick J, 2023, Percs miro board"
WOS:001062040400001,"Fitzpatrick J., 2018, P SMC 18, P52, DOI [10.5281/zenodo.1422501, DOI 10.5281/ZENODO.1422501]"
WOS:001062040400001,"Flowers J.H., 2005, P 11 INT C AUD DISPL"
WOS:001062040400001,"Flowers JohnH., 2001, Proceedings of the 2001 International Conference on Auditory Display, P222"
WOS:001062040400001,"GARNER WR, 1951, J EXP PSYCHOL, V41, P310, DOI 10.1037/h0059567"
WOS:001062040400001,"Gavin M, 2016, P INT AUD SYST S U Y"
WOS:001062040400001,"Glasberg BR, 2002, J AUDIO ENG SOC, V50, P331"
WOS:001062040400001,"Grond F., 2011, The sonification handbook, P363, DOI [10.1080/13658816.2017.1420192, DOI 10.1080/13658816.2017.1420192]"
WOS:001062040400001,"Hermann T., 2011, SONIFICATION HDB"
WOS:001062040400001,"IEC, 2006, Medical electrical equipment - part 1-8: general requirements for basic safety and essential performance - collateral standard: general requirements, tests and guidance for alarm systems in medical electrical equipment and medical electrical systems"
WOS:001062040400001,"Jordan P.W., 1996, USABILITY EVALUATION"
WOS:001062040400001,"Krumbholz K, 2003, J ACOUST SOC AM, V113, P2790, DOI 10.1121/1.1547438"
WOS:001062040400001,"Lindborg P, 2023, FRONT PSYCHOL, V13, DOI 10.3389/fpsyg.2022.1020102"
WOS:001062040400001,"Middlebrooks JC, 2013, J NEUROSCI, V33, P10986, DOI 10.1523/JNEUROSCI.1065-13.2013"
WOS:001062040400001,"Middlebrooks JC, 2012, J ACOUST SOC AM, V132, P3896, DOI 10.1121/1.4764879"
WOS:001062040400001,"Morell RJ, 2007, HUM GENET, V122, P103, DOI 10.1007/s00439-007-0384-5"
WOS:001062040400001,"MUCHNIK C, 1985, Journal of Auditory Research, V25, P239"
WOS:001062040400001,"Nees MA, 2007, P 13 INT C AUD DISPL"
WOS:001062040400001,"Nees MA, 2018, ERGON DES, V26, P25, DOI 10.1177/1064804618773563"
WOS:001062040400001,"Nesbitt Keith V., 2006, P 3 AS PAC C CONC MO, V53, P65"
WOS:001062040400001,"Ohshiro K, 2021, 23RD INTERNATIONAL ACM SIGACCESS CONFERENCE ON COMPUTERS AND ACCESSIBILITY, ASSETS 2021, DOI 10.1145/3441852.3476533"
WOS:001062040400001,"Oxenham Andrew J, 2008, Trends Amplif, V12, P316, DOI 10.1177/1084713808325881"
WOS:001062040400001,"Pantev C, 1996, HEARING RES, V100, P164, DOI 10.1016/0378-5955(96)00124-4"
WOS:001062040400001,"Rose MM, 2000, J ACOUST SOC AM, V108, P1209, DOI 10.1121/1.1287708"
WOS:001062040400001,"Sauro J, 2009, CHI2009: PROCEEDINGS OF THE 27TH ANNUAL CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS, VOLS 1-4, P1599"
WOS:001062040400001,"Sauro Jeff., 2012, 10 THINGS KNOW SINGL"
WOS:001062040400001,"Schneider A, 2018, SPRINGER HBK, P605, DOI 10.1007/978-3-662-55004-5_31"
WOS:001062040400001,"Schuett JH, 2013, AM 13, DOI [10.1145/2544114.2544121, DOI 10.1145/2544114.2544121]"
WOS:001062040400001,"SEK A, 1995, J ACOUST SOC AM, V97, P2479, DOI 10.1121/1.411968"
WOS:001062040400001,"SuperCollider, 2023, Ampcompa supercollider help source 3.12"
WOS:001062040400001,"Suzuki Y, 2004, J ACOUST SOC AM, V116, P918, DOI 10.1121/1.1763601"
WOS:001062040400001,"Tanaka K, 2021, FRONT PSYCHOL, V12, DOI 10.3389/fpsyg.2021.696263"
WOS:001062040400001,"Walker B.N., 2004, Ecological psychoacoustics, P150"
WOS:001062040400001,"Walker BN, 2002, J EXP PSYCHOL-APPL, V8, P211, DOI 10.1037/1076-898X/8.4.211"
WOS:001062040400001,"Walker BN, 2011, the sonification handbook, P17"
WOS:001062040400001,"Walker BN., 2010, ACM Trans Access Comput, V10"
WOS:001062040400001,"Westerhausen R, 2009, BRAIN RES, V1250, P183, DOI 10.1016/j.brainres.2008.10.070"
WOS:001062040400001,"Worrall D, 2019, HUM-COMPUT INT-SPRIN, P1, DOI 10.1007/978-3-030-01497-1"
WOS:001062040400001,"Ziemer T, 2022, PROCEEDINGS OF THE 17TH INTERNATIONAL AUDIO MOSTLY CONFERENCE, AM 2022, P24, DOI 10.1145/3561212.3561228"
WOS:001062040400001,"Ziemer T, 2019, Arxiv, DOI [arXiv:1912.00766, 10.48550/arXiv.1912.00766, DOI 10.48550/ARXIV.1912.00766]"
WOS:001062040400001,"Ziemer T, 2020, CURR RES SYST MUSIC, V7, P65, DOI 10.1007/978-3-030-23033-3_4"
WOS:000380410400105,"Ikegami A., 2014, DIGEST BOOK SEAD26 I, P120"
WOS:000380410400105,"International Commission on Non-Ionizing Radiation Protection (ICNIRP), 2010, Health Phys, V99, P818, DOI 10.1097/HP.0b013e3181f06c86"
WOS:000380410400105,"Takahashi S., 2011, 2011 IEEE International Solid-State Circuits Conference (ISSCC 2011), P220, DOI 10.1109/ISSCC.2011.5746292"
WOS:000380410400105,"Tashiro K., 2013, J ENERGY POWER ENG, V7, P740"
WOS:000380410400105,"Tashiro K., 2014, INT J SMART SENSING, P396"
WOS:000380410400105,"Tashiro K, 2011, MATER SCI FORUM, V670, P275, DOI 10.4028/www.scientific.net/MSF.670.275"
WOS:000310847300019,"Chion M., 1983, Guide des objets sonores: Pierre Schaeffer et la recherche musicale"
WOS:000310847300019,"Erickson Robert, 1974, SOUND STRUCTURE MUSI, P73"
WOS:000310847300019,"Gresham-Lancaster S, 2012, AI SOC, V27, P289, DOI 10.1007/s00146-011-0357-z"
WOS:000310847300019,"Hothersall D., 2004, History of Psychology, V4th, P207"
WOS:000310847300019,"Kramer G., 1999, ICAD P"
WOS:000310847300019,"Lockhart A, 2008, LECT NOTES COMPUT SC, V4969, P172"
WOS:000310847300019,"Matossian Nouritza, 1986, IANNIS XENAKIS, P48"
WOS:000310847300019,"Polli A, 2012, AI SOC, V27, P257, DOI 10.1007/s00146-011-0345-3"
WOS:000310847300019,"Schafer Murray., 1977, The Tuning of the World"
WOS:000310847300019,"Schafer R. Murray, 2004, SHADOWGRAPHS LEGENDS, P1"
WOS:000310847300019,"Sebestik Miroslav, 1991, COMMUNICATION"
WOS:000310847300019,"Sinclair P, 2012, AI SOC, V27, P311, DOI 10.1007/s00146-011-0356-0"
WOS:000310847300019,"Sinclair Peter., 2011, AI Society, V27, P173"
WOS:000310847300019,"Sumikawa D.A., 1985, GUIDELINES INTEGRATI"
WOS:000310847300019,"TENNEY J, 1980, J MUSIC THEORY, V24, P205, DOI 10.2307/843503"
WOS:000310847300019,"Tenney James, 1988, METAHODOS META METAH"
WOS:001381043200001,"Anden J., 2015, 2015 IEEE 25 INT WOR, P1, DOI [DOI 10.1109/MLSP.2015.7324385, 10.1109/mlsp.2015.7324385]"
WOS:001381043200001,"[Anonymous], 2018, Wired"
WOS:001381043200001,"Ballora M, 2014, ORGAN SOUND, V19, P30, DOI 10.1017/S1355771813000381"
WOS:001381043200001,"Barad Karen., 2007, Meeting the Universe Halfway: Quantum Physics and the Enganglement of Matter and Meaning"
WOS:001381043200001,"Blom I, 2021, ARTFORUM INT, V59, P100"
WOS:001381043200001,"Bregman A.S., 1990, Auditory Scene Analysis: The Perceptual Organization of Sound"
WOS:001381043200001,"Chun Wendy., 2021, DISCRIMINATING DATA"
WOS:001381043200001,"Clarke Eric., 2005, WAYS LISTENING ECOLO, DOI 10.1093/acprof:oso/9780195151947.001.0001"
WOS:001381043200001,"Ernst Wolfgang., 2013, Digital Memory and the Archive, DOI DOI 10.5749/MINNESOTA/9780816677665.001.0001"
WOS:001381043200001,"Ernst Wolfgang., 2016, CHRONOPOETICS TEMPOR"
WOS:001381043200001,"Fickers A, 2019, RECURSIONS THEOR MED, P45, DOI 10.5117/9789462982161_CH02"
WOS:001381043200001,"Grond F, 2014, ORGAN SOUND, V19, P41, DOI 10.1017/S1355771813000393"
WOS:001381043200001,"Hunt A., 2011, The Sonification Handbook, P273"
WOS:001381043200001,"James Robin., 2019, SONIC EPISTEME ACOUS, DOI [10.1515/hf-2019-0087, DOI 10.1515/CCLM.2001.070]"
WOS:001381043200001,"Kember S, 2012, LIFE AFTER NEW MEDIA: MEDIATION AS A VITAL PROCESS, P1"
WOS:001381043200001,"Kittler FreidrichA., 1999, Gramophone, Film Typewriter"
WOS:001381043200001,"Kittler F, 2017, Cultural Politics, V13, P1, DOI [10.1215/17432197-3755144, 10.1215/17432197-3755144, DOI 10.1215/17432197-3755144]"
WOS:001381043200001,"LaBelle B, 2018, SONIC AGENCY: SOUND AND EMERGENT FORMS OF RESISTANCE, P1"
WOS:001381043200001,"Lem S., 2006, DILEMMK"
WOS:001381043200001,"Lostanlen V, 2019, PLOS ONE, V14, DOI 10.1371/journal.pone.0214168"
WOS:001381043200001,"Lostanlen V, 2019, CR PHYS, V20, P461, DOI 10.1016/j.crhy.2019.07.005"
WOS:001381043200001,"Matassoni M, 2024, APPL SCI-BASEL, V14, DOI 10.3390/app14093876"
WOS:001381043200001,"MathWorks, WHAT ARE WAVELET TRA"
WOS:001381043200001,"McLuhan Marshall., 1988, Laws of Media: The New Science"
WOS:001381043200001,"Moore T., FOURIER TRANSFORM"
WOS:001381043200001,"Nagrani A, 2020, COMPUT SPEECH LANG, V60, DOI 10.1016/j.csl.2019.101027"
WOS:001381043200001,"Parikka Jussi., 2012, What is Media Archaeology?"
WOS:001381043200001,"Roads C., 2002, MICROSOUND"
WOS:001381043200001,"Schaeffer Pierre., 1966, Treatise on Musical Objects"
WOS:001381043200001,"Settel Z., 1995, 1995 IEEE ASSP Workshop on Applications of Signal Processing to Audio and Acoustics (Cat. No.95TH8144), P230, DOI 10.1109/ASPAA.1995.482997"
WOS:001381043200001,"Smirnov Andrey., 2013, Sound in Z: Experiments in Sound and Electronic Music in Early 20th-Century Russia"
WOS:001381043200001,"Weitzenboeck EM, 2022, INT DATA PRIV LAW, V12, P184, DOI 10.1093/idpl/ipac008"
WOS:000573482500002,"Brunswick E., 1956, PERCEPTION REPRESENT"
WOS:000573482500002,"Camurri A, 2016, MOCO'16: PROCEEDINGS OF THE 3RD INTERNATIONAL SYMPOSIUM ON MOVEMENT AND COMPUTING, DOI 10.1145/2948910.2948927"
WOS:000573482500002,"Dahl S., 2009, MUSICAL GESTURES SOU, P36"
WOS:000573482500002,"Dubus G, 2013, PLOS ONE, V8, DOI 10.1371/journal.pone.0082491"
WOS:000573482500002,"Frid E, 2016, FRONT NEUROSCI-SWITZ, V10, DOI 10.3389/fnins.2016.00521"
WOS:000573482500002,"Ghisio S, 2015, PROCEEDINGS OF THE 2015 7TH INTERNATIONAL CONFERENCE ON INTELLIGENT TECHNOLOGIES FOR INTERACTIVE ENTERTAINMENT, P168, DOI 10.4108/icst.intetain.2015.259584"
WOS:000573482500002,"Godoy R.I., 2005, INT GESTURE WORKSHOP, P256"
WOS:000573482500002,"Hogan N, 2007, EXP BRAIN RES, V181, P13, DOI 10.1007/s00221-007-0899-y"
WOS:000573482500002,"Hunt A., 2011, SONIFICATION HDB"
WOS:000573482500002,"Juslin P.N., 2010, Handbook of music and emotion: Theory, research, applications, P453, DOI DOI 10.1093/ACPROF:OSO/9780199230143.003.0017"
WOS:000573482500002,"Mazzarino B, 2009, SIGMAP 2009: PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON SIGNAL PROCESSING AND MULTIMEDIA APPLICATIONS, P62"
WOS:000573482500002,"REPP BH, 1995, J ACOUST SOC AM, V97, P3862, DOI 10.1121/1.413065"
WOS:000573482500002,"Repp BH, 1997, J ACOUST SOC AM, V102, P1878, DOI 10.1121/1.420110"
WOS:000573482500002,"SCHERER KR, 1978, EUR J SOC PSYCHOL, V8, P467, DOI 10.1002/ejsp.2420080405"
WOS:000573482500002,"Spence C, 2011, ATTEN PERCEPT PSYCHO, V73, P971, DOI 10.3758/s13414-010-0073-7"
WOS:000573482500002,"Volpe G., 2011, ACM J COMPUT CULT HE, V4, P2, DOI DOI 10.1145/2001416.2001418"
WOS:001259864900041,"Agarwal Monali, Sonify"
WOS:001259864900041,"Andre Cibils, 2020, SODA: SOnification of DAta for Learning Analytics"
WOS:001259864900041,"[Anonymous], PULSE CODE MODULATIO"
WOS:001259864900041,"[Anonymous], Tone.js"
WOS:001259864900041,"[Anonymous], vega-datasets"
WOS:001259864900041,"[Anonymous], CSound"
WOS:001259864900041,"Apple, Attack, decay, sustain, and release"
WOS:001259864900041,"Apple Inc, Audio Graph-Apple Developer Documentation"
WOS:001259864900041,"Barrass Stephen, 1995, P AUSTR COMP MUS ASS"
WOS:001259864900041,"Battle L, 2022, IEEE VIS CONF, P1, DOI 10.1109/VIS54862.2022.00009"
WOS:001259864900041,"Ben-Tal Oded., 2002, Proceedings of the 8th International Conference on Auditory Display (Kyoto, Japan, 2-5 July, 2002), P151"
WOS:001259864900041,"Bostock M, 2011, IEEE T VIS COMPUT GR, V17, P2301, DOI 10.1109/TVCG.2011.185"
WOS:001259864900041,"Brown Ethan, 2011, Play It By R"
WOS:001259864900041,"Buchanan Larry, 2017, Nine Rounds a Second: How the Las Vegas Gunman Outfitted a Rifle to Fire Faster"
WOS:001259864900041,"Candey Robert M., 2006, P 2006 INT C AUD DIS"
WOS:001259864900041,"Cantrell Stanley J, 2021, P 26 INT C AUDITORY, P210, DOI DOI 10.21785/ICAD2021.005"
WOS:001259864900041,"Chundury P, 2024, IEEE T VIS COMPUT GR, V30, P836, DOI 10.1109/TVCG.2023.3326937"
WOS:001259864900041,"Dini S, 2023, 20TH INTERNATIONAL WEB FOR ALL CONFERENCE, W4A 2023, P162, DOI 10.1145/3587281.3587706"
WOS:001259864900041,"Dombois Florian, 2008, P 2008 INT C AUD DIS"
WOS:001259864900041,"Dubus G, 2013, PLOS ONE, V8, DOI 10.1371/journal.pone.0082491"
WOS:001259864900041,"Dunn J, 1999, LEONARDO, V32, P25, DOI 10.1162/002409499552966"
WOS:001259864900041,"Ferres L, 2013, ACM T COMPUT-HUM INT, V20, DOI 10.1145/2533682.2533683"
WOS:001259864900041,"Ghosh Pallab, 2010, God particle signal is simulated as sound"
WOS:001259864900041,"Hannam J., 2014, STARSOUND"
WOS:001259864900041,"Hermann T., 2008, P 14 INT C AUDITORY, P1"
WOS:001259864900041,"Hoque MN, 2023, PROCEEDINGS OF THE 2023 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS, CHI 2023, DOI 10.1145/3544548.3581087"
WOS:001259864900041,"Joyner SC, 2022, PROCEEDINGS OF THE 2022 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS (CHI' 22), DOI 10.1145/3491102.3517630"
WOS:001259864900041,"Kondak Z., 2017, WEB SONIFICATION SAN"
WOS:001259864900041,"Kramer G., 1997, SONIFICATION REPORT"
WOS:001259864900041,"Lodha Suresh K, 1997, P 1997 INT C AUD DIS"
WOS:001259864900041,"MDN, Web Audio API"
WOS:001259864900041,"MDN, Web Speech API"
WOS:001259864900041,"MDN, AudioNode-Web APIs"
WOS:001259864900041,"NWalker Bruce, 2006, P 12 INT C AUD DISPL, P238"
WOS:001259864900041,"Pauletto Sandra, 2004, P 2004 INT C AUD DIS"
WOS:001259864900041,"Phillips Sean, 2019, P 1997 INT C AUD DIS"
WOS:001259864900041,"Polli A, 2005, LEONARDO, V38, P31, DOI 10.1162/leon.2005.38.1.31"
WOS:001259864900041,"Poret Maxime, 2023, P 2003 INT C AUD DIS"
WOS:001259864900041,"Purves D., 2001, NEUROSCIENCE, V2nd"
WOS:001259864900041,"Quick Donya., 2013, Proceedings of the first ACM SIGPLAN workshop on Functional art, music, modeling, and design, P59, DOI DOI 10.1145/2505341.2505345"
WOS:001259864900041,"Satyanarayan A, 2017, IEEE T VIS COMPUT GR, V23, P341, DOI 10.1109/TVCG.2016.2599030"
WOS:001259864900041,"Satyanarayan A, 2016, IEEE T VIS COMPUT GR, V22, P659, DOI 10.1109/TVCG.2015.2467091"
WOS:001259864900041,"SCALETTI C, 1994, SFI S SCI C, V18, P223"
WOS:001259864900041,"Seong Arnold, 2020, DataGoBoop"
WOS:001259864900041,"Sharif Ather, 2022, P 24 INT ACM SIGACCE"
WOS:001259864900041,"Sharif Ather, 2022, Sonifer.JS"
WOS:001259864900041,"Siu A, 2022, PROCEEDINGS OF THE 2022 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS (CHI' 22), DOI 10.1145/3491102.3517678"
WOS:001259864900041,"Supper A, 2014, SOC STUD SCI, V44, P34, DOI 10.1177/0306312713496875"
WOS:001259864900041,"Thompson J, 2023, PROCEEDINGS OF THE 2023 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS (CHI 2023), DOI 10.1145/3544548.3581186"
WOS:001259864900041,"Tomlinson B., 2017, 23 INT C AUDITORY DI, P128, DOI [doi.org/10.21785/icad2017.027, DOI 10.21785/ICAD2017.027DISPLAY(ICAD]"
WOS:001259864900041,"Trayford James, 2021, STRAUSS"
WOS:001259864900041,"Van Ransbeeck Samuel, Sonification Art"
WOS:001259864900041,"Walker B.N., 2010, ACM TRANS ACCESS COM, V2, P1, DOI DOI 10.1145/1714458.1714459"
WOS:001259864900041,"Walker BN, 2002, J EXP PSYCHOL-APPL, V8, P211, DOI 10.1037/1076-898X/8.4.211"
WOS:001259864900041,"Walker BN, 2007, APPL COGNITIVE PSYCH, V21, P579, DOI 10.1002/acp.1291"
WOS:001259864900041,"Walker Bruce N., 2003, Proceedings of the Ninth International Conference on Auditory Display ICAD2003, P161"
WOS:001259864900041,"Wang R, 2022, COMPUT GRAPH FORUM, V41, P71, DOI 10.1111/cgf.14523"
WOS:001259864900041,"Wickham H, 2010, J COMPUT GRAPH STAT, V19, P3, DOI 10.1198/jcgs.2009.07098"
WOS:001259864900041,"Wilkinson Leland., 2012, The grammar of graphics"
WOS:001259864900041,"Wilson Catherine M, 1996, Listen: A data sonification toolkit"
WOS:001259864900041,"Zhao H, 2008, ACM T COMPUT-HUM INT, V15, DOI 10.1145/1352782.1352786"
WOS:000274369800014,"ANDERSON J, 2004, P 48 ANN M HUM FACT, P1818"
WOS:000274369800014,"BARRASS S, 2006, SONIFICATION DESIGN"
WOS:000274369800014,"BARRASS S, P 2003 INT C AUD DIS, P170"
WOS:000274369800014,"Berman L., 2006, P 12 INT C AUD DISPL"
WOS:000274369800014,"Berman L, 2006, INT C PROGRAM COMPRE, P225, DOI 10.1109/ICPC.2006.47"
WOS:000274369800014,"Biehl JT, 2007, CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS, VOLS 1 AND 2, P1313"
WOS:000274369800014,"Boehm B, 2001, COMPUTER, V34, P135, DOI 10.1109/2.962984"
WOS:000274369800014,"Boehm B.W., 1981, Software Engineering Economics, V1st"
WOS:000274369800014,"Brewster SA, 1997, DISPLAYS, V17, P179, DOI 10.1016/S0141-9382(96)01034-7"
WOS:000274369800014,"Card S.K., 1999, READINGS INFORM VISU"
WOS:000274369800014,"CHEWAR CM, 2004, DIS 04, P279"
WOS:000274369800014,"Connell B.R., 1997, PRINCIPLES UNIVERSAL"
WOS:000274369800014,"*CYCL 74 INC, 2008, MAX MSP"
WOS:000274369800014,"de Campo A., 2007, P 13 INT C AUDITORY, P342"
WOS:000274369800014,"*ECL FDN, 2008, ECL OP DEV PLATF"
WOS:000274369800014,"Eick StephenG., 1999, SEESOFTA TOOL VISUAL, P419"
WOS:000274369800014,"Finlayson J., 2005, P 11 INT C AUD DISPL"
WOS:000274369800014,"Fitch W., 1994, AUDITORY DISPLAY, V18, P307"
WOS:000274369800014,"Flowers JH, 1997, HUM FACTORS, V39, P341, DOI 10.1518/001872097778827151"
WOS:000274369800014,"Froehlich J, 2004, PROC INT CONF SOFTW, P387, DOI 10.1109/ICSE.2004.1317461"
WOS:000274369800014,"Griswold WG, 2001, PROC INT CONF SOFTW, P265, DOI 10.1109/ICSE.2001.919100"
WOS:000274369800014,"Hermann Thomas., 2002, Sonification for exploratory data analysis"
WOS:000274369800014,"HUNDHAUSEN C, 2002, J VISUAL LANGUAGUES"
WOS:000274369800014,"JANATA P, 2004, P INT C AUD DISPL IC"
WOS:000274369800014,"Johannsen G, 2004, P IEEE, V92, P742, DOI 10.1109/JPROC.2004.825905"
WOS:000274369800014,"Jones JA, 2002, ICSE 2002: PROCEEDINGS OF THE 24TH INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING, P467, DOI 10.1109/ICSE.2002.1007991"
WOS:000274369800014,"KAPER H, 1999, COMPUTING SCI ENG, P48"
WOS:000274369800014,"KRAMER G, 1994, SFI S SCI C, V18, P1"
WOS:000274369800014,"Kramer G., 1999, SONIFICATION REPORT"
WOS:000274369800014,"Lehman M.M., 1985, Program evolution: processes of software change"
WOS:000274369800014,"Lientz BennettP., 1980, SOFTWARE MAINTENANCE"
WOS:000274369800014,"LIONEL J, 1985, SIGCSE B, V17, P5"
WOS:000274369800014,"Lommerse Gerard., 2005, INFOVIS '05, P4"
WOS:000274369800014,"Moore Brian., 2003, INTRO PSYCHOL HEARIN, Vfifth"
WOS:000274369800014,"Raymond DarrellR., 1991, P 1991 C CTR ADV STU, P3, DOI DOI 10.1145/962113"
WOS:000274369800014,"Repp BH, 2004, PSYCHOL RES-PSYCH FO, V68, P252, DOI 10.1007/s00426-003-0143-8"
WOS:000274369800014,"Resnikoff S, 2004, B WORLD HEALTH ORGAN, V82, P844"
WOS:000274369800014,"Rugaber S, 2000, ANN SOFTW ENG, V9, P143, DOI 10.1023/A:1018976708691"
WOS:000274369800014,"Sanders M.S., 1993, HUMAN FACTORS ENG DE"
WOS:000274369800014,"Stasko J.T., 1998, SOFTWARE VISUALIZATI"
WOS:000274369800014,"Storey MA, 2005, PROG COMPREHEN, P181, DOI 10.1109/WPC.2005.38"
WOS:000274369800014,"Storey MAD, 1995, INTERNATIONAL CONFERENCE ON SOFTWARE MAINTENANCE, 1995 PROCEEDINGS, P275, DOI 10.1109/ICSM.1995.526549"
WOS:000274369800014,"Tilley SR, 1996, FOURTH WORKSHOP ON PROGRAM COMPREHENSION, PROCEEDINGS, P19, DOI 10.1109/WPC.1996.501117"
WOS:000274369800014,"*VA TECH, 2008, DIG INT SOUND INT ST"
WOS:000274369800014,"Vickers P, 2002, INTERACT COMPUT, V14, P435, DOI 10.1016/S0953-5438(02)00003-6"
WOS:000274369800014,"Vickers P, 2002, INTERACT COMPUT, V14, P793, DOI 10.1016/S0953-5438(02)00026-7"
WOS:000274369800014,"VONMAYRHAUSER A, 1995, COMPUTER, V28, P44, DOI 10.1109/2.402076"
WOS:000274369800014,"Vroomen J, 2000, J EXP PSYCHOL HUMAN, V26, P1583, DOI 10.1037/0096-1523.26.5.1583"
WOS:000274369800014,"Walker A., 2000, Personal Technologies, V4, P144, DOI 10.1007/BF01324121"
WOS:000274369800014,"WALKER B, 2009, HDB SONIFICATION"
WOS:000274369800014,"Wang Y, 2008, BMC NEUROSCI, V9, DOI 10.1186/1471-2202-9-79"
WOS:000274369800014,"Wickens C., 1998, INTRO HUMAN FACTORS"
WOS:000274369800014,"Wickens C.D., 1984, Varieties of Attention, P63"
WOS:000274369800014,"WICKENS CD, 1988, HUM FACTORS, V30, P599, DOI 10.1177/001872088803000505"
WOS:000274369800014,"WILDE N, 1993, IEEE SOFTWARE, V10, P75, DOI 10.1109/52.207232"
WOS:000274369800014,[No title captured]
WOS:000243687000073,"BARRA M, 2001, WEBMELODY SONIFICATI"
WOS:000243687000073,"Barrera M., 2001, P SEMINARIO TALLER M, P1"
WOS:000243687000073,"BEILHARZ K, 2004, P INT ENT 04 U TECHN, P11"
WOS:000243687000073,"BEILHARZ K, 2004, P INT SYST PRACT THE, P75"
WOS:000243687000073,"Ben-Tal O, 2004, LEONARDO, V37, P229, DOI 10.1162/0024094041139427"
WOS:000243687000073,"BLATTNER MM, 1992, J MULTIMEDIA INTERFA, P133"
WOS:000243687000073,"CIARDI FC, 2004, P P ICAD 04 10 M INT"
WOS:000243687000073,"EKMAN R, 2003, COAGULA IND STRENGTH"
WOS:000243687000073,"FRIEDLANDER L, 1995, P CONT MED MULT INT, P163"
WOS:000243687000073,"GARNER SC, 2004, P ICAD 4 10 M INT C"
WOS:000243687000073,"Gaver W. W., 1989, Human-Computer Interaction, V4, P67, DOI 10.1207/s15327051hci0401_3"
WOS:000243687000073,"KRAMER G, 1994, SFI S SCI C, V18, P1"
WOS:000243687000073,"KRAMER G, 1994, J AUDITORY DISPLAY"
WOS:000243687000073,"Neuhoff JG, 2002, J EXP PSYCHOL-APPL, V8, P17, DOI 10.1037//1076-898X.8.1.17"
WOS:000243687000073,"PAINE G, 2004, P INT C AUD DISPL SY"
WOS:000243687000073,"Polli A., 2004, P INT C AUD DISPL SY"
WOS:000243687000073,"Roads C., 1996, COMPUTER MUSIC TUTOR"
WOS:000243687000073,"VANDEMOERE A, 2004, P 38 AUSTR NZ ARCH S, P335"
